Brand Name,Required Asset Type,Required Asset Size SqFt,Preferred Location,Required Liquid Investment INR,Expected Personality Traits,Industry,Contact Email
Hyderabadi House,Standalone Building,1977,"Jaipur, Maharashtra",0,"Confident Leader, Adaptive Problem Solver",HORECA,hyderabadihouse1398@business.com
Royal Cafe,Restaurant Space,3266,"Jaipur, Gujarat",12883786,"Opportunity Hunter, Visionary Innovator",HORECA,royalcafe6502@business.com
Lucknow Biryani,Retail Space,1468,"Bengaluru, Madhya Pradesh",19814828,"Opportunity Hunter, Strategic Planner",HORECA,lucknowbiryani4193@business.com
Punjab Kitchen,Standalone Building,690,"Lucknow, Rajasthan",2485124,"Execution Specialist, Opportunity Hunter, Adaptive Problem Solver",HORECA,punjabkitchen6846@business.com
Madras Dhaba,Standalone Building,3922,"Chandigarh, Kerala",1593259,"Persuasive Networker, Resilient Builder, Visionary Innovator",HORECA,madrasdhaba1059@business.com
Spice Hub,Commercial Shop,2461,"Indore, Rajasthan",2628295,"Confident Leader, Visionary Innovator, Resilient Builder",HORECA,spicehub2985@business.com
Biryani Adda,Food Court Stall,1609,"Hyderabad, Delhi",0,"Adaptive Problem Solver, Confident Leader, Resilient Builder",HORECA,biryaniadda6660@business.com
Imperial Cafe,Restaurant Space,502,"Jaipur, West Bengal",2160655,"Visionary Innovator, Persuasive Networker",HORECA,imperialcafe9387@business.com
India Corner,Mall Kiosk,3418,"Ahmedabad, Maharashtra",7058027,"Visionary Innovator, Confident Leader",HORECA,indiacorner7048@business.com
Chill Junction,Mall Kiosk,604,"Bengaluru, Maharashtra",10064879,"Opportunity Hunter, Execution Specialist, Confident Leader",HORECA,chilljunction1106@business.com
Grand Bistro,Restaurant Space,3698,"Patna, Punjab",0,"Persuasive Networker, Visionary Innovator, Adaptive Problem Solver",HORECA,grandbistro8042@business.com
Masti Spot,Mall Kiosk,3368,"Mumbai, Punjab",10747361,Opportunity Hunter,HORECA,mastispot7085@business.com
Chill Junction,Standalone Building,1887,"Mumbai, Delhi",18355651,"Opportunity Hunter, Adaptive Problem Solver",HORECA,chilljunction5428@business.com
Heritage Kitchen,Food Court Stall,1725,"Guwahati, Assam",14217836,"Strategic Planner, Persuasive Networker, Opportunity Hunter",HORECA,heritagekitchen6029@business.com
Masala Spot,Commercial Shop,1344,"Kochi, West Bengal",0,"Execution Specialist, Persuasive Networker",HORECA,masalaspot4835@business.com
Biryani Hub,Restaurant Space,2799,"Jaipur, Tamil Nadu",820083,Visionary Innovator,HORECA,biryanihub374@business.com
Madras Dhaba,Commercial Shop,1890,"Pune, Gujarat",0,"Resilient Builder, Execution Specialist, Persuasive Networker",HORECA,madrasdhaba4886@business.com
Desi Street,Restaurant Space,2999,"Chandigarh, Karnataka",6162680,Adaptive Problem Solver,HORECA,desistreet9133@business.com
Signature Dining,Restaurant Space,366,"Bhubaneswar, Kerala",9979080,Resilient Builder,HORECA,signaturedining7967@business.com
Masti Hub,Standalone Building,944,"Hyderabad, Karnataka",2897547,"Visionary Innovator, Strategic Planner, Resilient Builder",HORECA,mastihub8133@business.com
Delhi Dhaba,Standalone Building,3773,"Bengaluru, West Bengal",4032259,"Adaptive Problem Solver, Resilient Builder, Execution Specialist",HORECA,delhidhaba9771@business.com
Masti Adda,Food Court Stall,2863,"Bhubaneswar, Tamil Nadu",5345794,"Persuasive Networker, Confident Leader, Strategic Planner",HORECA,mastiadda4146@business.com
Biryani Bazaar,Retail Space,2012,"Nagpur, Punjab",2216090,"Execution Specialist, Visionary Innovator, Persuasive Networker",HORECA,biryanibazaar2227@business.com
Delhi Kitchen,Restaurant Space,744,"Guwahati, Tamil Nadu",0,"Opportunity Hunter, Persuasive Networker",HORECA,delhikitchen1431@business.com
Chill Point,Restaurant Space,3963,"Jaipur, Rajasthan",3112860,"Persuasive Networker, Resilient Builder, Visionary Innovator",HORECA,chillpoint8517@business.com
Spice Adda,Food Court Stall,991,"Ahmedabad, Madhya Pradesh",17064068,"Visionary Innovator, Opportunity Hunter",HORECA,spiceadda5410@business.com
Chai Corner,Mall Kiosk,380,"Lucknow, Odisha",0,Execution Specialist,HORECA,chaicorner5508@business.com
Heritage Table,Standalone Building,2356,"Chandigarh, Rajasthan",7065077,"Resilient Builder, Persuasive Networker",HORECA,heritagetable7387@business.com
Chai Street,Restaurant Space,2976,"Chennai, Assam",860305,"Opportunity Hunter, Strategic Planner",HORECA,chaistreet74@business.com
Madras Cafe,Retail Space,3751,"Guwahati, Gujarat",2993959,Resilient Builder,HORECA,madrascafe3973@business.com
Chai Point,Retail Space,722,"Nagpur, Tamil Nadu",1004725,"Adaptive Problem Solver, Persuasive Networker",HORECA,chaipoint9017@business.com
Hungry Point,Restaurant Space,3237,"Delhi, Assam",1711757,"Resilient Builder, Opportunity Hunter",HORECA,hungrypoint3424@business.com
Imperial Dining,Retail Space,295,"Kolkata, Odisha",10383967,Adaptive Problem Solver,HORECA,imperialdining9622@business.com
Chai Junction,Food Court Stall,1975,"Guwahati, West Bengal",2867283,"Execution Specialist, Resilient Builder, Confident Leader",HORECA,chaijunction4786@business.com
Golden Table,Food Court Stall,1299,"Guwahati, Telangana",0,"Opportunity Hunter, Strategic Planner",HORECA,goldentable4690@business.com
Grand Dining,Food Court Stall,2006,"Mumbai, Rajasthan",940943,"Visionary Innovator, Opportunity Hunter, Resilient Builder",HORECA,granddining7793@business.com
Desi Eatery,Commercial Shop,1332,"Pune, Punjab",0,Adaptive Problem Solver,HORECA,desieatery6438@business.com
Chill Spot,Standalone Building,2838,"Bhopal, Delhi",5314414,"Strategic Planner, Visionary Innovator",HORECA,chillspot3100@business.com
Delhi Cafe,Mall Kiosk,3361,"Noida, Tamil Nadu",0,"Resilient Builder, Persuasive Networker, Execution Specialist",HORECA,delhicafe4316@business.com
Masala Adda,Standalone Building,2366,"Ahmedabad, Karnataka",1670562,"Visionary Innovator, Execution Specialist, Adaptive Problem Solver",HORECA,masalaadda5233@business.com
Spice Point,Restaurant Space,418,"Jaipur, Karnataka",14526733,Adaptive Problem Solver,HORECA,spicepoint8295@business.com
Masti Street,Retail Space,3492,"Hyderabad, Rajasthan",0,Adaptive Problem Solver,HORECA,mastistreet8386@business.com
Signature House,Mall Kiosk,2275,"Bengaluru, Gujarat",14566491,"Visionary Innovator, Persuasive Networker",HORECA,signaturehouse5357@business.com
Hungry Street,Commercial Shop,2853,"Bhubaneswar, Madhya Pradesh",1436403,Adaptive Problem Solver,HORECA,hungrystreet1627@business.com
India Corner,Commercial Shop,2172,"Noida, Gujarat",3231579,"Visionary Innovator, Opportunity Hunter",HORECA,indiacorner4945@business.com
Regal Cuisine,Retail Space,1758,"Chandigarh, Tamil Nadu",2955226,"Resilient Builder, Confident Leader",HORECA,regalcuisine8724@business.com
Punjab Dhaba,Retail Space,824,"Bengaluru, Karnataka",0,Persuasive Networker,HORECA,punjabdhaba4822@business.com
Kolkata Biryani,Mall Kiosk,2619,"Guwahati, West Bengal",0,"Persuasive Networker, Adaptive Problem Solver, Opportunity Hunter",HORECA,kolkatabiryani2814@business.com
Velvet Platter,Restaurant Space,856,"Hyderabad, Rajasthan",1425901,Visionary Innovator,HORECA,velvetplatter4294@business.com
Grand House,Mall Kiosk,854,"Kochi, Gujarat",2183849,Execution Specialist,HORECA,grandhouse5319@business.com
Bombay House,Food Court Stall,2121,"Kolkata, Delhi",2188321,"Opportunity Hunter, Confident Leader, Resilient Builder",HORECA,bombayhouse6549@business.com
Masti Junction,Standalone Building,1666,"Jaipur, Karnataka",0,Persuasive Networker,HORECA,mastijunction1932@business.com
Velvet Platter,Retail Space,2359,"Nagpur, Delhi",18592635,"Visionary Innovator, Persuasive Networker, Execution Specialist",HORECA,velvetplatter706@business.com
Bengal Eatery,Restaurant Space,3427,"Indore, Kerala",9571116,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,bengaleatery5878@business.com
Urban Kitchen,Mall Kiosk,3267,"Patna, Assam",535505,"Persuasive Networker, Opportunity Hunter, Resilient Builder",HORECA,urbankitchen2734@business.com
Grand Table,Commercial Shop,509,"Ahmedabad, Kerala",0,"Visionary Innovator, Persuasive Networker",HORECA,grandtable6100@business.com
Royal House,Commercial Shop,591,"Jaipur, Tamil Nadu",0,Resilient Builder,HORECA,royalhouse5085@business.com
Punjab Eatery,Retail Space,2729,"Lucknow, Karnataka",2078425,"Opportunity Hunter, Resilient Builder, Visionary Innovator",HORECA,punjabeatery6111@business.com
Velvet Cuisine,Mall Kiosk,1407,"Pune, Gujarat",3377308,"Adaptive Problem Solver, Resilient Builder",HORECA,velvetcuisine2684@business.com
Bengal Kitchen,Mall Kiosk,753,"Noida, Karnataka",4725600,Confident Leader,HORECA,bengalkitchen3057@business.com
Masti Junction,Commercial Shop,499,"Noida, Rajasthan",7515510,Confident Leader,HORECA,mastijunction5446@business.com
Masala Adda,Commercial Shop,3333,"Delhi, Punjab",0,"Persuasive Networker, Visionary Innovator, Resilient Builder",HORECA,masalaadda5817@business.com
Velvet Platter,Retail Space,3247,"Ahmedabad, Tamil Nadu",0,"Adaptive Problem Solver, Execution Specialist",HORECA,velvetplatter8836@business.com
Golden Bistro,Food Court Stall,1433,"Lucknow, Madhya Pradesh",1277776,"Adaptive Problem Solver, Opportunity Hunter",HORECA,goldenbistro3412@business.com
Lucknow Food Court,Retail Space,985,"Chennai, Maharashtra",12813090,"Strategic Planner, Opportunity Hunter, Persuasive Networker",HORECA,lucknowfoodcourt2846@business.com
Masala Junction,Restaurant Space,1511,"Chandigarh, West Bengal",0,"Execution Specialist, Visionary Innovator",HORECA,masalajunction7361@business.com
Signature Kitchen,Commercial Shop,322,"Ahmedabad, Maharashtra",9464654,"Resilient Builder, Execution Specialist, Confident Leader",HORECA,signaturekitchen5774@business.com
Biryani Junction,Standalone Building,1281,"Nagpur, Punjab",8045446,Visionary Innovator,HORECA,biryanijunction9121@business.com
Chai Corner,Commercial Shop,1329,"Guwahati, Punjab",15860525,Persuasive Networker,HORECA,chaicorner9602@business.com
Punjab Meals,Retail Space,3197,"Lucknow, Madhya Pradesh",216083,"Visionary Innovator, Adaptive Problem Solver",HORECA,punjabmeals1086@business.com
Masala Spot,Commercial Shop,2291,"Patna, Telangana",0,Persuasive Networker,HORECA,masalaspot433@business.com
Desi Food Court,Commercial Shop,2777,"Lucknow, Assam",18231053,"Adaptive Problem Solver, Strategic Planner, Opportunity Hunter",HORECA,desifoodcourt5526@business.com
Masala Junction,Food Court Stall,2597,"Surat, Delhi",1701852,Opportunity Hunter,HORECA,masalajunction5057@business.com
Punjab Kitchen,Food Court Stall,3954,"Pune, Tamil Nadu",9764658,"Adaptive Problem Solver, Strategic Planner",HORECA,punjabkitchen1455@business.com
Hungry Junction,Retail Space,867,"Patna, Karnataka",6429809,"Persuasive Networker, Opportunity Hunter",HORECA,hungryjunction4340@business.com
Delhi Kitchen,Food Court Stall,2361,"Bengaluru, Odisha",2283451,"Confident Leader, Opportunity Hunter, Visionary Innovator",HORECA,delhikitchen3988@business.com
Madras Tiffin,Food Court Stall,3962,"Guwahati, Madhya Pradesh",11954222,Opportunity Hunter,HORECA,madrastiffin8554@business.com
Madras Dhaba,Standalone Building,1748,"Lucknow, Telangana",1948919,"Persuasive Networker, Visionary Innovator",HORECA,madrasdhaba7977@business.com
Lucknow Tiffin,Standalone Building,2879,"Bhubaneswar, Punjab",555265,"Resilient Builder, Visionary Innovator",HORECA,lucknowtiffin844@business.com
Tandoor Station,Standalone Building,320,"Hyderabad, Tamil Nadu",1199945,"Execution Specialist, Opportunity Hunter, Strategic Planner",HORECA,tandoorstation2805@business.com
Chai Corner,Mall Kiosk,428,"Lucknow, Kerala",0,"Persuasive Networker, Strategic Planner, Resilient Builder",HORECA,chaicorner9800@business.com
Chai Corner,Mall Kiosk,3452,"Patna, Maharashtra",2845865,Execution Specialist,HORECA,chaicorner9123@business.com
Desi Hub,Restaurant Space,2718,"Chandigarh, Delhi",0,"Persuasive Networker, Opportunity Hunter",HORECA,desihub9192@business.com
Grand Bistro,Food Court Stall,3845,"Surat, Gujarat",0,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,grandbistro5526@business.com
Signature Table,Retail Space,1932,"Lucknow, Assam",14363115,"Resilient Builder, Persuasive Networker, Strategic Planner",HORECA,signaturetable3543@business.com
Hungry Spot,Mall Kiosk,927,"Kochi, Uttar Pradesh",0,"Persuasive Networker, Strategic Planner, Execution Specialist",HORECA,hungryspot208@business.com
Heritage Cuisine,Food Court Stall,610,"Kochi, Assam",3969178,Resilient Builder,HORECA,heritagecuisine6759@business.com
Madras Meals,Mall Kiosk,3227,"Indore, Rajasthan",13777139,"Confident Leader, Opportunity Hunter, Resilient Builder",HORECA,madrasmeals3753@business.com
Crazy Station,Food Court Stall,2775,"Jaipur, Maharashtra",1111636,Strategic Planner,HORECA,crazystation1291@business.com
Bengal Eatery,Mall Kiosk,439,"Chennai, Maharashtra",0,"Adaptive Problem Solver, Visionary Innovator",HORECA,bengaleatery8106@business.com
Chill Station,Restaurant Space,3149,"Jaipur, Rajasthan",7368590,Strategic Planner,HORECA,chillstation3775@business.com
Imperial Dining,Restaurant Space,2404,"Kolkata, Madhya Pradesh",382542,"Execution Specialist, Persuasive Networker, Visionary Innovator",HORECA,imperialdining2071@business.com
Imperial Cuisine,Retail Space,2574,"Ahmedabad, Madhya Pradesh",2294687,"Persuasive Networker, Opportunity Hunter, Execution Specialist",HORECA,imperialcuisine8631@business.com
Desi Corner,Standalone Building,2872,"Kochi, Uttar Pradesh",0,"Strategic Planner, Confident Leader, Adaptive Problem Solver",HORECA,desicorner6816@business.com
Golden House,Food Court Stall,773,"Bhopal, Telangana",0,"Opportunity Hunter, Adaptive Problem Solver, Persuasive Networker",HORECA,goldenhouse648@business.com
Kolkata Corner,Restaurant Space,3041,"Chandigarh, Telangana",1704837,"Visionary Innovator, Adaptive Problem Solver",HORECA,kolkatacorner9896@business.com
Desi Eatery,Commercial Shop,1511,"Noida, Odisha",0,Resilient Builder,HORECA,desieatery13@business.com
Spice Point,Restaurant Space,1472,"Patna, West Bengal",0,Opportunity Hunter,HORECA,spicepoint2620@business.com
Punjab House,Commercial Shop,275,"Hyderabad, West Bengal",1780166,Persuasive Networker,HORECA,punjabhouse2511@business.com
Kolkata Eatery,Mall Kiosk,2422,"Hyderabad, Kerala",0,"Execution Specialist, Visionary Innovator, Persuasive Networker",HORECA,kolkataeatery5034@business.com
Kolkata House,Mall Kiosk,596,"Nagpur, Gujarat",884444,"Confident Leader, Resilient Builder",HORECA,kolkatahouse6215@business.com
Biryani Street,Food Court Stall,2931,"Guwahati, Rajasthan",2114210,Confident Leader,HORECA,biryanistreet1430@business.com
Punjab Corner,Food Court Stall,3696,"Surat, Maharashtra",1841437,Resilient Builder,HORECA,punjabcorner3772@business.com
Delhi Biryani,Retail Space,2602,"Hyderabad, Punjab",0,Adaptive Problem Solver,HORECA,delhibiryani6108@business.com
Masti Point,Restaurant Space,3200,"Mumbai, Madhya Pradesh",4341850,"Opportunity Hunter, Resilient Builder",HORECA,mastipoint7611@business.com
Spice Street,Food Court Stall,1452,"Chennai, Tamil Nadu",11894541,"Resilient Builder, Confident Leader, Strategic Planner",HORECA,spicestreet5229@business.com
Urban Cuisine,Retail Space,2535,"Guwahati, Telangana",2661720,Persuasive Networker,HORECA,urbancuisine7175@business.com
Hyderabadi Dhaba,Food Court Stall,1956,"Lucknow, West Bengal",0,"Confident Leader, Visionary Innovator, Resilient Builder",HORECA,hyderabadidhaba1275@business.com
Kolkata Biryani,Standalone Building,2595,"Guwahati, Uttar Pradesh",2087094,Adaptive Problem Solver,HORECA,kolkatabiryani3705@business.com
Delhi Biryani,Food Court Stall,1436,"Nagpur, Kerala",2558352,"Execution Specialist, Opportunity Hunter, Strategic Planner",HORECA,delhibiryani9698@business.com
Imperial Lounge,Food Court Stall,665,"Chandigarh, Gujarat",1078163,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,imperiallounge5786@business.com
India Meals,Standalone Building,2020,"Chennai, West Bengal",869293,"Adaptive Problem Solver, Resilient Builder",HORECA,indiameals5664@business.com
Hyderabadi Corner,Retail Space,3219,"Hyderabad, Assam",2560118,"Strategic Planner, Opportunity Hunter, Execution Specialist",HORECA,hyderabadicorner2931@business.com
Desi Adda,Retail Space,1348,"Mumbai, Gujarat",0,Confident Leader,HORECA,desiadda1846@business.com
Regal Cafe,Restaurant Space,1164,"Pune, Punjab",2083406,"Opportunity Hunter, Execution Specialist, Confident Leader",HORECA,regalcafe350@business.com
Golden Kitchen,Mall Kiosk,3411,"Bengaluru, Gujarat",0,Adaptive Problem Solver,HORECA,goldenkitchen108@business.com
Grand Bistro,Mall Kiosk,3373,"Mumbai, Kerala",2111019,"Visionary Innovator, Opportunity Hunter, Resilient Builder",HORECA,grandbistro2886@business.com
Madras Tiffin,Commercial Shop,1791,"Kolkata, West Bengal",1750215,"Resilient Builder, Confident Leader",HORECA,madrastiffin4198@business.com
Lucknow Food Court,Restaurant Space,1521,"Noida, Karnataka",2697178,"Visionary Innovator, Persuasive Networker",HORECA,lucknowfoodcourt8048@business.com
Golden Bistro,Restaurant Space,819,"Kochi, Assam",1274921,Confident Leader,HORECA,goldenbistro7462@business.com
Delhi Cafe,Mall Kiosk,439,"Delhi, Punjab",0,Visionary Innovator,HORECA,delhicafe3899@business.com
Desi House,Mall Kiosk,2723,"Delhi, Tamil Nadu",12427305,"Confident Leader, Persuasive Networker",HORECA,desihouse1204@business.com
Masala Junction,Food Court Stall,1309,"Mumbai, Delhi",0,Opportunity Hunter,HORECA,masalajunction5473@business.com
Spice Bazaar,Retail Space,3905,"Surat, Tamil Nadu",2447255,"Opportunity Hunter, Adaptive Problem Solver, Resilient Builder",HORECA,spicebazaar3993@business.com
Kolkata House,Food Court Stall,2908,"Ahmedabad, Assam",2510705,"Confident Leader, Adaptive Problem Solver, Opportunity Hunter",HORECA,kolkatahouse9276@business.com
Desi Dhaba,Retail Space,2895,"Hyderabad, Tamil Nadu",0,"Confident Leader, Opportunity Hunter, Adaptive Problem Solver",HORECA,desidhaba2541@business.com
Chill Hub,Commercial Shop,3592,"Bengaluru, West Bengal",1757745,Execution Specialist,HORECA,chillhub3862@business.com
Biryani Point,Mall Kiosk,621,"Indore, West Bengal",1464730,Persuasive Networker,HORECA,biryanipoint9508@business.com
Masala Stop,Food Court Stall,2825,"Bengaluru, Assam",17221221,"Resilient Builder, Strategic Planner",HORECA,masalastop4009@business.com
Grand Cafe,Standalone Building,1188,"Indore, Punjab",371707,"Opportunity Hunter, Confident Leader",HORECA,grandcafe4499@business.com
Lucknow Cafe,Standalone Building,3996,"Chennai, Telangana",9680957,"Visionary Innovator, Confident Leader, Persuasive Networker",HORECA,lucknowcafe4982@business.com
Hyderabadi House,Standalone Building,1154,"Nagpur, Karnataka",1392871,Opportunity Hunter,HORECA,hyderabadihouse7523@business.com
Hungry Bazaar,Retail Space,3749,"Indore, Maharashtra",1935213,"Confident Leader, Execution Specialist, Strategic Planner",HORECA,hungrybazaar4349@business.com
Delhi Cafe,Standalone Building,1286,"Guwahati, Telangana",3444049,"Adaptive Problem Solver, Opportunity Hunter, Confident Leader",HORECA,delhicafe4957@business.com
Golden Bistro,Food Court Stall,1631,"Bhubaneswar, Delhi",18412415,"Adaptive Problem Solver, Resilient Builder",HORECA,goldenbistro9399@business.com
Chill Street,Retail Space,593,"Bhubaneswar, Delhi",6510417,Persuasive Networker,HORECA,chillstreet2197@business.com
Velvet Bistro,Standalone Building,1749,"Bhopal, Punjab",436001,"Strategic Planner, Opportunity Hunter, Persuasive Networker",HORECA,velvetbistro8014@business.com
Desi Corner,Standalone Building,3053,"Surat, Odisha",19584187,"Adaptive Problem Solver, Execution Specialist",HORECA,desicorner272@business.com
Kolkata Corner,Mall Kiosk,1196,"Kochi, Karnataka",12382341,Resilient Builder,HORECA,kolkatacorner7582@business.com
Hyderabadi Kitchen,Retail Space,757,"Pune, Delhi",1865080,Strategic Planner,HORECA,hyderabadikitchen9115@business.com
Kolkata Eatery,Retail Space,2199,"Pune, Delhi",807945,"Execution Specialist, Persuasive Networker",HORECA,kolkataeatery3773@business.com
Regal Cuisine,Mall Kiosk,1649,"Surat, Telangana",620379,"Strategic Planner, Visionary Innovator, Opportunity Hunter",HORECA,regalcuisine4561@business.com
Spice Bazaar,Retail Space,3221,"Jaipur, Karnataka",2465685,Opportunity Hunter,HORECA,spicebazaar9808@business.com
Elite Kitchen,Standalone Building,1003,"Hyderabad, Uttar Pradesh",814263,"Adaptive Problem Solver, Strategic Planner, Execution Specialist",HORECA,elitekitchen947@business.com
Regal Cuisine,Food Court Stall,2729,"Surat, Tamil Nadu",1367427,"Opportunity Hunter, Adaptive Problem Solver",HORECA,regalcuisine706@business.com
Desi Cafe,Food Court Stall,3104,"Ahmedabad, Maharashtra",2314917,Execution Specialist,HORECA,desicafe446@business.com
Bombay Cafe,Retail Space,1112,"Bhubaneswar, Maharashtra",580745,"Visionary Innovator, Execution Specialist",HORECA,bombaycafe9724@business.com
Punjab House,Retail Space,1124,"Mumbai, Karnataka",1953528,Execution Specialist,HORECA,punjabhouse400@business.com
Signature Lounge,Mall Kiosk,2805,"Jaipur, Odisha",0,Opportunity Hunter,HORECA,signaturelounge2811@business.com
Imperial Bistro,Standalone Building,1058,"Patna, Gujarat",0,"Opportunity Hunter, Execution Specialist",HORECA,imperialbistro7304@business.com
Elite Platter,Commercial Shop,534,"Jaipur, Gujarat",0,Execution Specialist,HORECA,eliteplatter1254@business.com
Imperial House,Commercial Shop,1778,"Chennai, Telangana",7651096,"Strategic Planner, Opportunity Hunter",HORECA,imperialhouse7169@business.com
Urban Kitchen,Standalone Building,769,"Delhi, Kerala",258049,Confident Leader,HORECA,urbankitchen6168@business.com
Madras Dhaba,Mall Kiosk,316,"Nagpur, Karnataka",0,"Opportunity Hunter, Execution Specialist, Visionary Innovator",HORECA,madrasdhaba6098@business.com
Kolkata Meals,Standalone Building,1593,"Kochi, Uttar Pradesh",19779447,"Resilient Builder, Execution Specialist",HORECA,kolkatameals7706@business.com
Lucknow Eatery,Restaurant Space,3546,"Noida, Assam",0,Adaptive Problem Solver,HORECA,lucknoweatery3836@business.com
Regal Table,Standalone Building,1134,"Nagpur, Assam",0,"Execution Specialist, Resilient Builder",HORECA,regaltable6170@business.com
Regal Dining,Mall Kiosk,1141,"Chennai, Assam",7741825,"Confident Leader, Resilient Builder, Persuasive Networker",HORECA,regaldining3554@business.com
Royal Platter,Restaurant Space,3788,"Guwahati, Tamil Nadu",541815,"Persuasive Networker, Resilient Builder, Strategic Planner",HORECA,royalplatter8464@business.com
Hungry Spot,Mall Kiosk,2667,"Bhopal, Delhi",0,Adaptive Problem Solver,HORECA,hungryspot7093@business.com
India Biryani,Commercial Shop,409,"Mumbai, Odisha",12830009,"Visionary Innovator, Opportunity Hunter, Persuasive Networker",HORECA,indiabiryani3778@business.com
Signature Platter,Mall Kiosk,3665,"Hyderabad, West Bengal",0,"Persuasive Networker, Strategic Planner",HORECA,signatureplatter8938@business.com
Bombay Corner,Standalone Building,299,"Delhi, Kerala",873919,Resilient Builder,HORECA,bombaycorner6389@business.com
Heritage Table,Commercial Shop,2717,"Mumbai, Assam",14940932,Visionary Innovator,HORECA,heritagetable912@business.com
Delhi Dhaba,Standalone Building,2086,"Kochi, Maharashtra",7419207,"Strategic Planner, Persuasive Networker",HORECA,delhidhaba6459@business.com
Royal Dining,Food Court Stall,3323,"Mumbai, Madhya Pradesh",0,Adaptive Problem Solver,HORECA,royaldining7687@business.com
Masala Spot,Retail Space,3453,"Surat, Kerala",2706536,"Persuasive Networker, Visionary Innovator, Resilient Builder",HORECA,masalaspot4003@business.com
Kolkata Corner,Mall Kiosk,3663,"Chandigarh, Karnataka",0,"Strategic Planner, Confident Leader",HORECA,kolkatacorner3915@business.com
Masala Hub,Food Court Stall,2886,"Indore, Uttar Pradesh",7273559,"Resilient Builder, Confident Leader, Opportunity Hunter",HORECA,masalahub944@business.com
Velvet Table,Standalone Building,2664,"Nagpur, Odisha",1516526,"Strategic Planner, Resilient Builder, Opportunity Hunter",HORECA,velvettable1798@business.com
Madras Kitchen,Restaurant Space,1482,"Kochi, Uttar Pradesh",19579495,"Confident Leader, Execution Specialist, Resilient Builder",HORECA,madraskitchen6950@business.com
Biryani Adda,Mall Kiosk,236,"Chennai, West Bengal",16174390,Strategic Planner,HORECA,biryaniadda9832@business.com
Hyderabadi Eatery,Commercial Shop,384,"Noida, Assam",6045393,"Confident Leader, Execution Specialist",HORECA,hyderabadieatery8351@business.com
Signature Lounge,Standalone Building,695,"Patna, Madhya Pradesh",4745985,Resilient Builder,HORECA,signaturelounge2788@business.com
Elite Reserve,Mall Kiosk,1037,"Kochi, Telangana",881063,"Visionary Innovator, Resilient Builder",HORECA,elitereserve8230@business.com
Chill Spot,Food Court Stall,914,"Lucknow, Rajasthan",2508343,Execution Specialist,HORECA,chillspot8771@business.com
Velvet House,Commercial Shop,716,"Chandigarh, Odisha",9114302,"Confident Leader, Resilient Builder",HORECA,velvethouse1952@business.com
India Corner,Restaurant Space,3848,"Bengaluru, Karnataka",1911118,"Opportunity Hunter, Execution Specialist",HORECA,indiacorner4577@business.com
Bengal Dhaba,Restaurant Space,482,"Kolkata, Odisha",0,Resilient Builder,HORECA,bengaldhaba1532@business.com
Hungry Bazaar,Mall Kiosk,2103,"Indore, Karnataka",2557082,Adaptive Problem Solver,HORECA,hungrybazaar3048@business.com
Urban Reserve,Retail Space,670,"Jaipur, Delhi",15787100,"Strategic Planner, Opportunity Hunter, Execution Specialist",HORECA,urbanreserve1827@business.com
Biryani Corner,Restaurant Space,3710,"Surat, Madhya Pradesh",1290208,"Execution Specialist, Adaptive Problem Solver",HORECA,biryanicorner8934@business.com
Imperial Bistro,Food Court Stall,3939,"Surat, Maharashtra",16733296,Confident Leader,HORECA,imperialbistro1581@business.com
Hyderabadi Kitchen,Commercial Shop,1808,"Noida, West Bengal",2907905,"Opportunity Hunter, Adaptive Problem Solver, Resilient Builder",HORECA,hyderabadikitchen5519@business.com
Tandoor Stop,Standalone Building,1374,"Hyderabad, Tamil Nadu",1497057,Strategic Planner,HORECA,tandoorstop9221@business.com
Desi Food Court,Retail Space,3860,"Bhubaneswar, Tamil Nadu",0,Execution Specialist,HORECA,desifoodcourt2488@business.com
Velvet Kitchen,Food Court Stall,3444,"Chennai, West Bengal",0,"Resilient Builder, Strategic Planner",HORECA,velvetkitchen6779@business.com
Bombay Corner,Standalone Building,3337,"Chennai, Kerala",0,Confident Leader,HORECA,bombaycorner7752@business.com
Signature Cuisine,Standalone Building,3155,"Jaipur, Gujarat",0,"Execution Specialist, Strategic Planner, Persuasive Networker",HORECA,signaturecuisine3206@business.com
Royal Bistro,Standalone Building,1424,"Bengaluru, Odisha",19575175,"Confident Leader, Resilient Builder",HORECA,royalbistro9392@business.com
Lucknow Dhaba,Restaurant Space,363,"Nagpur, Tamil Nadu",1321958,"Adaptive Problem Solver, Resilient Builder",HORECA,lucknowdhaba6871@business.com
Masala Station,Standalone Building,1508,"Bhopal, Maharashtra",2161428,"Visionary Innovator, Confident Leader",HORECA,masalastation3407@business.com
Urban Platter,Retail Space,3254,"Ahmedabad, Madhya Pradesh",0,"Confident Leader, Execution Specialist, Persuasive Networker",HORECA,urbanplatter2359@business.com
Kolkata Food Court,Standalone Building,3345,"Bhopal, Gujarat",666972,Opportunity Hunter,HORECA,kolkatafoodcourt6166@business.com
Masala Junction,Mall Kiosk,2325,"Bhopal, Maharashtra",18451335,Resilient Builder,HORECA,masalajunction2976@business.com
Biryani Corner,Food Court Stall,506,"Kochi, Assam",2916250,"Confident Leader, Adaptive Problem Solver",HORECA,biryanicorner4495@business.com
